"","V1","V2"
"5740","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"5741","Fr5R5w74Xg7sKMlt4PPtHg",NA
"5742","mDR12Hafvr84ctpsV6YLag",NA
"5743","P7pxQFqr7yBKMMI2J51udw",NA
"5744","mDR12Hafvr84ctpsV6YLag",NA
"5745","mNsjRWm99TFmssgKJX_kyg",NA
"5746","P7pxQFqr7yBKMMI2J51udw",NA
"5747","0ZZIqTdEb7yUa13QZLKuGQ",NA
"5748","Trbt0Ex85yvwT8DHoEFCvg",NA
"5749","2iTsRqUsPGRH1li1WVRvKQ",NA
"5750","sMzNLdhJZGzYirIWt-fMAg",NA
"5751","JAEGnGjqphWGoyuCN-hNQQ",NA
"5752","2iTsRqUsPGRH1li1WVRvKQ",NA
"5753","3akSOcI-uzHOwGQeZD3NHg",NA
"5754","2Wl4o7l54I-EtxtaDpOTzA",NA
"5755","WPUf-Eo6PHxDNqPygahiUA",NA
"5756","-6tvduBzjLI1ISfs3F_qTg",NA
"5757","zazLy5wo73tr5y9Oxjx36g",NA
"5758","2Wl4o7l54I-EtxtaDpOTzA",NA
"5759","w_UCGMgok7N9p0XdYBx1VQ",NA
"5760","o9IvrLWtTt5lCYqO-uiJLg",NA
"5761","pWyhmTVRNw6hix3J__SqvQ",NA
"5762","-6tvduBzjLI1ISfs3F_qTg",NA
"5763","2iTsRqUsPGRH1li1WVRvKQ",NA
"5764","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"5765","6zi7dAlnk7vgvlGbUMoKkA",NA
"5766","UJb1PrUWDFfuzwUPc1pP4Q",NA
"5767","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"5768","AFgPDQm_pczo5uV3yQBgwg",NA
"5769","G6BwYw_0_atLPTzI1uokIA",NA
"5770","P7pxQFqr7yBKMMI2J51udw",NA
"5771","HGNOaHmKpW1ajuAVCpA1yg",NA
"5772","vgaA8bqGtd2uYj3KuWC9yw",NA
"5773","P7pxQFqr7yBKMMI2J51udw",NA
"5774","ApHiz1xxENwjkp8MKrE4Dg",NA
"5775","G6BwYw_0_atLPTzI1uokIA",NA
"5776","0v984vlPQfb4VZWvBJSsfg",NA
"5777","mDR12Hafvr84ctpsV6YLag",NA
"5778","UJb1PrUWDFfuzwUPc1pP4Q",NA
"5779","P7pxQFqr7yBKMMI2J51udw",NA
"5780","o9IvrLWtTt5lCYqO-uiJLg",NA
"5781","y4ETe3DkcIjjr_eyeg5U5g",NA
"5782","4VIAadQ0yZGss1vNHWUk9g",NA
"5783","AfN3Z1U6QPEgAb5F2CQm8w",NA
"5784","y4ETe3DkcIjjr_eyeg5U5g",NA
"5785","G6BwYw_0_atLPTzI1uokIA",NA
"5786","S_bG5WWbtNXhhY9Y0GTcSg",NA
"5787","-6tvduBzjLI1ISfs3F_qTg",NA
"5788","bWucOPNoIjd8ECdiDyVq9Q",NA
"5789","8jm_9vT-tGT-rFe-XckCqA",NA
"5790","PbTh7aX0_yyaXFOXAlhI4A",NA
"5791","mDR12Hafvr84ctpsV6YLag",NA
"5792","G6BwYw_0_atLPTzI1uokIA",NA
"5793","eYE7zd30ltLAS1V3ssdtrQ",NA
"5794","_qA2HPqgLiBc-M4wRyml0g",NA
"5795","5gu96LoZOM6Sres5yMQLHA",NA
"5796","2iTsRqUsPGRH1li1WVRvKQ",NA
"5797","-6tvduBzjLI1ISfs3F_qTg",NA
"5798","mDR12Hafvr84ctpsV6YLag",NA
"5799","P7pxQFqr7yBKMMI2J51udw",NA
"5800","-6tvduBzjLI1ISfs3F_qTg",NA
"5801","JAEGnGjqphWGoyuCN-hNQQ",NA
"5802","UJb1PrUWDFfuzwUPc1pP4Q",NA
"5803","UotZUkpcI0p2J8RUAD36Ng",NA
"5804","zazLy5wo73tr5y9Oxjx36g",NA
"5805","RNO7SRmfVi0CyXjtPhXELg",NA
"5806","HPfcEJh3ivdX_QehRKZYrA",NA
"5807","CKoDbOpF_CSyy6_lttqjKg",NA
"5808","UJb1PrUWDFfuzwUPc1pP4Q",NA
"5809","UotZUkpcI0p2J8RUAD36Ng",NA
"5810","2iTsRqUsPGRH1li1WVRvKQ",NA
"5811","UotZUkpcI0p2J8RUAD36Ng",NA
"5812","-6tvduBzjLI1ISfs3F_qTg",NA
"5813","DYuOxkW4DtlJsTHdxdXSlg",NA
"5814","bWucOPNoIjd8ECdiDyVq9Q",NA
"5815","VBoyqq5lO_H-EJO6MTwIPA",NA
"5816","P7pxQFqr7yBKMMI2J51udw",NA
"5817","IOQ7hWDbdzZgOSr2sDELoQ",NA
"5818","mDR12Hafvr84ctpsV6YLag",NA
"5819","y1esDY2vFyaTMf1YlRT7ZA",NA
"5820","P7pxQFqr7yBKMMI2J51udw",NA
"5821","O3zVw-VAcJi8ta4B6v5iAA",NA
"5822","P7pxQFqr7yBKMMI2J51udw",NA
"5823","G6BwYw_0_atLPTzI1uokIA",NA
"5824","82I9SSilxh3zL8F1UQ45Xw",NA
"5825","mDR12Hafvr84ctpsV6YLag",NA
"5826","zK7sltLeRRioqYwgLiWUIA",NA
"5827","P7pxQFqr7yBKMMI2J51udw",NA
"5828","CKoDbOpF_CSyy6_lttqjKg",NA
"5829","ApHiz1xxENwjkp8MKrE4Dg",NA
"5830","G6BwYw_0_atLPTzI1uokIA",NA
"5831","nrq5H3LZicjMG0wv7gy08g",NA
"5832","P7pxQFqr7yBKMMI2J51udw",NA
"5833","mlCDsdVFuZvRGrJTfQ6amw",NA
"5834","DYuOxkW4DtlJsTHdxdXSlg",NA
"5835","ibf4xvHWD4t1DOOZhidHBg",NA
"5836","y4ETe3DkcIjjr_eyeg5U5g",NA
"5837","UJ3mHW1l6oLV-Ic2I7Vjrw",NA
"5838","pH9HF3GfJKJAdKDHcoUI4w",NA
"5839","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"5840","-6tvduBzjLI1ISfs3F_qTg",NA
"5841","mDR12Hafvr84ctpsV6YLag",NA
"5842","mDR12Hafvr84ctpsV6YLag",NA
"5843","2iTsRqUsPGRH1li1WVRvKQ",NA
"5844","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"5845","2iTsRqUsPGRH1li1WVRvKQ",NA
"5846","I1qRb4qqQRly7NhIOCkk_Q",NA
"5847","o9IvrLWtTt5lCYqO-uiJLg",NA
"5848","gU8H-yYJEByT7b8ZvHs16g",NA
"5849","DYuOxkW4DtlJsTHdxdXSlg",NA
"5850","TrOgTZ0DfmQxvpTehiNibQ",NA
"5851","HGNOaHmKpW1ajuAVCpA1yg",NA
"5852","AfN3Z1U6QPEgAb5F2CQm8w",NA
"5853","y1esDY2vFyaTMf1YlRT7ZA",NA
"5854","mDR12Hafvr84ctpsV6YLag",NA
"5855","mDR12Hafvr84ctpsV6YLag",NA
"5856","Trbt0Ex85yvwT8DHoEFCvg",NA
"5857","-6tvduBzjLI1ISfs3F_qTg",NA
"5858","mDR12Hafvr84ctpsV6YLag",NA
"5859","d482l58ho0_IMdFkXX1F5Q",NA
"5860","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"5861","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"5862","2c9Vptks_vowLgVUMnCgjw",NA
"5863","mlCDsdVFuZvRGrJTfQ6amw",NA
"5864","mlCDsdVFuZvRGrJTfQ6amw",NA
"5865","eFwpKQB9EQtblKx65FuXLw",NA
"5866","9Rs7n2LbINBN8kLbScjhmA",NA
"5867","mDR12Hafvr84ctpsV6YLag",NA
"5868","Trbt0Ex85yvwT8DHoEFCvg",NA
"5869","I1qRb4qqQRly7NhIOCkk_Q",NA
"5870","w_UCGMgok7N9p0XdYBx1VQ",NA
"5871","2iTsRqUsPGRH1li1WVRvKQ",NA
"5872","zw9_mqWBn1QCfZg88w0Exg",NA
"5873","mDR12Hafvr84ctpsV6YLag",NA
"5874","ibf4xvHWD4t1DOOZhidHBg",NA
"5875","Trbt0Ex85yvwT8DHoEFCvg",NA
"5876","9njwmO6YzhaQB3-htNMFYQ",NA
"5877","NwWYSYGHFyHQMmsXu0SiYA",NA
"5878","mlCDsdVFuZvRGrJTfQ6amw",NA
"5879","mDR12Hafvr84ctpsV6YLag",NA
"5880","yxLVwItd1Wnhy6SeUUcNYA",NA
"5881","82I9SSilxh3zL8F1UQ45Xw",NA
"5882","2iTsRqUsPGRH1li1WVRvKQ",NA
"5883","Trbt0Ex85yvwT8DHoEFCvg",NA
"5884","UJb1PrUWDFfuzwUPc1pP4Q",NA
"5885","z2Yivr-C0K0H2sLNXvnZyg",NA
"5886","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"5887","mDR12Hafvr84ctpsV6YLag",NA
"5888","P7pxQFqr7yBKMMI2J51udw",NA
"5889","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"5890","G6BwYw_0_atLPTzI1uokIA",NA
"5891","ljLq8ZTLO52rzwsEeaWZKg",NA
"5892","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"5893","w_A1qFeQ3vOl7o4kdBxPXA",NA
"5894","mDR12Hafvr84ctpsV6YLag",NA
"5895","fMtJHpD-l0GGFKr5xnbWnQ",NA
"5896","PbTh7aX0_yyaXFOXAlhI4A",NA
"5897","yxLVwItd1Wnhy6SeUUcNYA",NA
"5898","oFHvr1cAktvU-bQgrl4aPw",NA
"5899","6TvB1PZCY1Ap2S-yNJPs4w",NA
"5900","u632XAPn08Rot9Ru9BoFNA",NA
"5901","P7pxQFqr7yBKMMI2J51udw",NA
"5902","9njwmO6YzhaQB3-htNMFYQ",NA
"5903","Trbt0Ex85yvwT8DHoEFCvg",NA
"5904","o9IvrLWtTt5lCYqO-uiJLg",NA
"5905","iUHz8jIWjkbx6pXsTUNIaw",NA
"5906","mDR12Hafvr84ctpsV6YLag",NA
"5907","y1esDY2vFyaTMf1YlRT7ZA",NA
"5908","P7pxQFqr7yBKMMI2J51udw",NA
"5909","P7pxQFqr7yBKMMI2J51udw",NA
"5910","1iS-pzwKiNF21UWHl9Rl5g",NA
"5911","-6tvduBzjLI1ISfs3F_qTg",NA
"5912","d482l58ho0_IMdFkXX1F5Q",NA
"5913","Bx7SDDMr5Y278PFIy0nsmQ",NA
"5914","_qA2HPqgLiBc-M4wRyml0g",NA
"5915","w_UCGMgok7N9p0XdYBx1VQ",NA
"5916","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"5917","WPUf-Eo6PHxDNqPygahiUA",NA
"5918","mDR12Hafvr84ctpsV6YLag",NA
"5919","RtnTbhWYw4QjKhoTBV37OA",NA
"5920","P7pxQFqr7yBKMMI2J51udw",NA
"5921","mlCDsdVFuZvRGrJTfQ6amw",NA
"5922","mDR12Hafvr84ctpsV6YLag",NA
"5923","RtnTbhWYw4QjKhoTBV37OA",NA
"5924","O1ird5yRyuDFnOmYu90OoA",NA
"5925","2iTsRqUsPGRH1li1WVRvKQ",NA
"5926","gc5bZeAOoSvlK-gcJJHahA",NA
"5927","Trbt0Ex85yvwT8DHoEFCvg",NA
"5928","P7pxQFqr7yBKMMI2J51udw",NA
"5929","d482l58ho0_IMdFkXX1F5Q",NA
"5930","sMzNLdhJZGzYirIWt-fMAg",NA
"5931","P7pxQFqr7yBKMMI2J51udw",NA
"5932","mDR12Hafvr84ctpsV6YLag",NA
"5933","mDR12Hafvr84ctpsV6YLag",NA
"5934","o9IvrLWtTt5lCYqO-uiJLg",NA
"5935","uMZxxZrbM441LnnfqR1WOQ",NA
"5936","9njwmO6YzhaQB3-htNMFYQ",NA
"5937","P7pxQFqr7yBKMMI2J51udw",NA
"5938","y4ETe3DkcIjjr_eyeg5U5g",NA
"5939","RtnTbhWYw4QjKhoTBV37OA",NA
"5940","mDR12Hafvr84ctpsV6YLag",NA
"5941","8PBq-MHyLDrhkaTf72Foww",NA
"5942","w_UCGMgok7N9p0XdYBx1VQ",NA
"5943","mDR12Hafvr84ctpsV6YLag",NA
"5944","ApHiz1xxENwjkp8MKrE4Dg",NA
"5945","zK7sltLeRRioqYwgLiWUIA",NA
"5946","P7pxQFqr7yBKMMI2J51udw",NA
"5947","P7pxQFqr7yBKMMI2J51udw",NA
"5948","w_UCGMgok7N9p0XdYBx1VQ",NA
"5949","bWucOPNoIjd8ECdiDyVq9Q",NA
"5950","w_UCGMgok7N9p0XdYBx1VQ",NA
"5951","6TvB1PZCY1Ap2S-yNJPs4w",NA
"5952","mDR12Hafvr84ctpsV6YLag",NA
"5953","oFHvr1cAktvU-bQgrl4aPw",NA
"5954","P7pxQFqr7yBKMMI2J51udw",NA
"5955","DYuOxkW4DtlJsTHdxdXSlg",NA
"5956","5gu96LoZOM6Sres5yMQLHA",NA
"5957","P7pxQFqr7yBKMMI2J51udw",NA
"5958","AfN3Z1U6QPEgAb5F2CQm8w",NA
"5959","w_UCGMgok7N9p0XdYBx1VQ",NA
"5960","AFgPDQm_pczo5uV3yQBgwg",NA
"5961","P7pxQFqr7yBKMMI2J51udw",NA
"5962","iUHz8jIWjkbx6pXsTUNIaw",NA
"5963","Trbt0Ex85yvwT8DHoEFCvg",NA
"5964","dQrDogW_V4fB83vTTAP5eA",NA
"5965","z2Yivr-C0K0H2sLNXvnZyg",NA
"5966","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"5967","eRoOfy-lQso6N3GiUY_c3w",NA
"5968","_9Oh4NYx5Yjd4tG2_HWQww",NA
"5969","nrq5H3LZicjMG0wv7gy08g",NA
"5970","mlCDsdVFuZvRGrJTfQ6amw",NA
"5971","zU63bs3Ofe8y1peOgOFJaA",NA
"5972","AfN3Z1U6QPEgAb5F2CQm8w",NA
"5973","-6tvduBzjLI1ISfs3F_qTg",NA
"5974","pWyhmTVRNw6hix3J__SqvQ",NA
"5975","VBoyqq5lO_H-EJO6MTwIPA",NA
"5976","aiU0FRtHTIHBWMYapw79LA",NA
"5977","G6BwYw_0_atLPTzI1uokIA",NA
"5978","P7pxQFqr7yBKMMI2J51udw",NA
"5979","b_XIKJ2nNzksuWhfMTEehQ",NA
"5980","WWdPXSNLduMNK-ybk9HcuA",NA
"5981","RtnTbhWYw4QjKhoTBV37OA",NA
"5982","AfN3Z1U6QPEgAb5F2CQm8w",NA
"5983","RtnTbhWYw4QjKhoTBV37OA",NA
"5984","P7pxQFqr7yBKMMI2J51udw",NA
"5985","P7pxQFqr7yBKMMI2J51udw",NA
"5986","w_UCGMgok7N9p0XdYBx1VQ",NA
"5987","AfN3Z1U6QPEgAb5F2CQm8w",NA
"5988","Trbt0Ex85yvwT8DHoEFCvg",NA
"5989","ApHiz1xxENwjkp8MKrE4Dg",NA
"5990","YbOhR475lR0xsNJjoAmMXQ",NA
"5991","ibf4xvHWD4t1DOOZhidHBg",NA
"5992","sMzNLdhJZGzYirIWt-fMAg",NA
"5993","Trbt0Ex85yvwT8DHoEFCvg",NA
"5994","bWucOPNoIjd8ECdiDyVq9Q",NA
"5995","GETVAz5SCk8rFziexV54Aw",NA
"5996","Trbt0Ex85yvwT8DHoEFCvg",NA
"5997","b_XIKJ2nNzksuWhfMTEehQ",NA
"5998","RtnTbhWYw4QjKhoTBV37OA",NA
"5999","G6BwYw_0_atLPTzI1uokIA",NA
"6000","AFgPDQm_pczo5uV3yQBgwg",NA
"6001","WWdPXSNLduMNK-ybk9HcuA",NA
"6002","npWIa3dIPEV1MTaZNq6AUA",NA
"6003","_9Oh4NYx5Yjd4tG2_HWQww",NA
"6004","8jm_9vT-tGT-rFe-XckCqA",NA
"6005","RtnTbhWYw4QjKhoTBV37OA",NA
"6006","AFgPDQm_pczo5uV3yQBgwg",NA
"6007","y1esDY2vFyaTMf1YlRT7ZA",NA
"6008","2Wl4o7l54I-EtxtaDpOTzA",NA
"6009","8C7VfHMpSbAzHlCxFVXP7Q",NA
"6010","9njwmO6YzhaQB3-htNMFYQ",NA
"6011","G6BwYw_0_atLPTzI1uokIA",NA
"6012","2iTsRqUsPGRH1li1WVRvKQ",NA
"6013","zK7sltLeRRioqYwgLiWUIA",NA
"6014","y1esDY2vFyaTMf1YlRT7ZA",NA
"6015","-6tvduBzjLI1ISfs3F_qTg",NA
"6016","HGNOaHmKpW1ajuAVCpA1yg",NA
"6017","y4ETe3DkcIjjr_eyeg5U5g",NA
"6018","Dv0OHpQSL4hOGl2KAEVvlA",NA
"6019","Fr5R5w74Xg7sKMlt4PPtHg",NA
"6020","fMtJHpD-l0GGFKr5xnbWnQ",NA
"6021","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6022","_qA2HPqgLiBc-M4wRyml0g",NA
"6023","74gDxr6rs_8tUTcS1vkr0Q",NA
"6024","mlCDsdVFuZvRGrJTfQ6amw",NA
"6025","RtnTbhWYw4QjKhoTBV37OA",NA
"6026","UJb1PrUWDFfuzwUPc1pP4Q",NA
"6027","y1esDY2vFyaTMf1YlRT7ZA",NA
"6028","pH9HF3GfJKJAdKDHcoUI4w",NA
"6029","mDR12Hafvr84ctpsV6YLag",NA
"6030","6zi7dAlnk7vgvlGbUMoKkA",NA
"6031","zK7sltLeRRioqYwgLiWUIA",NA
"6032","_qA2HPqgLiBc-M4wRyml0g",NA
"6033","d482l58ho0_IMdFkXX1F5Q",NA
"6034","KeI955jJ81rY2WyaC4lq2w",NA
"6035","tvXOFflGUCGSSzcxrpVBsA",NA
"6036","JAEGnGjqphWGoyuCN-hNQQ",NA
"6037","dQrDogW_V4fB83vTTAP5eA",NA
"6038","0ZZIqTdEb7yUa13QZLKuGQ",NA
"6039","UJb1PrUWDFfuzwUPc1pP4Q",NA
"6040","npWIa3dIPEV1MTaZNq6AUA",NA
"6041","RtnTbhWYw4QjKhoTBV37OA",NA
"6042","dQrDogW_V4fB83vTTAP5eA",NA
"6043","mDR12Hafvr84ctpsV6YLag",NA
"6044","P7pxQFqr7yBKMMI2J51udw",NA
"6045","_qA2HPqgLiBc-M4wRyml0g",NA
"6046","P7pxQFqr7yBKMMI2J51udw",NA
"6047","sMzNLdhJZGzYirIWt-fMAg",NA
"6048","y4ETe3DkcIjjr_eyeg5U5g",NA
"6049","bWucOPNoIjd8ECdiDyVq9Q",NA
"6050","cd5Utm93d5Ta_F4e8A3pCA",NA
"6051","YbOhR475lR0xsNJjoAmMXQ",NA
"6052","y4ETe3DkcIjjr_eyeg5U5g",NA
"6053","FogTa-wmjhVnJCoTiaxvZA",NA
"6054","zK7sltLeRRioqYwgLiWUIA",NA
"6055","NwVj3tbEcR2F8fbrcOEV0Q",NA
"6056","1x8_aJQ-iqvymhRK3SNbLg",NA
"6057","AFgPDQm_pczo5uV3yQBgwg",NA
"6058","2iTsRqUsPGRH1li1WVRvKQ",NA
"6059","Trbt0Ex85yvwT8DHoEFCvg",NA
"6060","P7pxQFqr7yBKMMI2J51udw",NA
"6061","AjaLaFQLMRLnPetDFQN1eQ",NA
"6062","P7pxQFqr7yBKMMI2J51udw",NA
"6063","Dv0OHpQSL4hOGl2KAEVvlA",NA
"6064","-6tvduBzjLI1ISfs3F_qTg",NA
"6065","zYb4kj2R54R2YPeNm829BA",NA
"6066","u-IVGF-wGwvxuj3uKQW8qw",NA
"6067","JRo3APL5f4-TEkuI-SoDcA",NA
"6068","mlCDsdVFuZvRGrJTfQ6amw",NA
"6069","w_UCGMgok7N9p0XdYBx1VQ",NA
"6070","Dv0OHpQSL4hOGl2KAEVvlA",NA
"6071","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6072","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6073","ZBq7AD95c2kPei76KVewQQ",NA
"6074","ibf4xvHWD4t1DOOZhidHBg",NA
"6075","mDR12Hafvr84ctpsV6YLag",NA
"6076","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"6077","Trbt0Ex85yvwT8DHoEFCvg",NA
"6078","P7pxQFqr7yBKMMI2J51udw",NA
"6079","-6tvduBzjLI1ISfs3F_qTg",NA
"6080","w_UCGMgok7N9p0XdYBx1VQ",NA
"6081","Q-1JCkmzNBJk6jC7K_AUZA",NA
"6082","2iTsRqUsPGRH1li1WVRvKQ",NA
"6083","sZq-qUvoLgYxlDmIcxYWDg",NA
"6084","JRo3APL5f4-TEkuI-SoDcA",NA
"6085","mDR12Hafvr84ctpsV6YLag",NA
"6086","WWdPXSNLduMNK-ybk9HcuA",NA
"6087","zunMkZ4U2eVojempQtLngg",NA
"6088","DYuOxkW4DtlJsTHdxdXSlg",NA
"6089","RtnTbhWYw4QjKhoTBV37OA",NA
"6090","X5oaz9_MVz-1ng83HuI4ZQ",NA
"6091","CKoDbOpF_CSyy6_lttqjKg",NA
"6092","8jm_9vT-tGT-rFe-XckCqA",NA
"6093","w_UCGMgok7N9p0XdYBx1VQ",NA
"6094","S_bG5WWbtNXhhY9Y0GTcSg",NA
"6095","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6096","dQrDogW_V4fB83vTTAP5eA",NA
"6097","mDR12Hafvr84ctpsV6YLag",NA
"6098","oFHvr1cAktvU-bQgrl4aPw",NA
"6099","UJb1PrUWDFfuzwUPc1pP4Q",NA
"6100","RtnTbhWYw4QjKhoTBV37OA",NA
"6101","P7pxQFqr7yBKMMI2J51udw",NA
"6102","P7pxQFqr7yBKMMI2J51udw",NA
"6103","2iTsRqUsPGRH1li1WVRvKQ",NA
"6104","DYuOxkW4DtlJsTHdxdXSlg",NA
"6105","d482l58ho0_IMdFkXX1F5Q",NA
"6106","P7pxQFqr7yBKMMI2J51udw",NA
"6107","PbTh7aX0_yyaXFOXAlhI4A",NA
"6108","o9IvrLWtTt5lCYqO-uiJLg",NA
"6109","Bx7SDDMr5Y278PFIy0nsmQ",NA
"6110","mlCDsdVFuZvRGrJTfQ6amw",NA
"6111","WWdPXSNLduMNK-ybk9HcuA",NA
"6112","ljLq8ZTLO52rzwsEeaWZKg",NA
"6113","VxRlBe2wjtycFWSZm1orTA",NA
"6114","npWIa3dIPEV1MTaZNq6AUA",NA
"6115","RtnTbhWYw4QjKhoTBV37OA",NA
"6116","2iTsRqUsPGRH1li1WVRvKQ",NA
"6117","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6118","3akSOcI-uzHOwGQeZD3NHg",NA
"6119","mDR12Hafvr84ctpsV6YLag",NA
"6120","-6tvduBzjLI1ISfs3F_qTg",NA
"6121","_qA2HPqgLiBc-M4wRyml0g",NA
"6122","P7pxQFqr7yBKMMI2J51udw",NA
"6123","sMzNLdhJZGzYirIWt-fMAg",NA
"6124","nkDSE-yhvLX4ij5fSzvb5Q",NA
"6125","P7pxQFqr7yBKMMI2J51udw",NA
"6126","2iTsRqUsPGRH1li1WVRvKQ",NA
"6127","2iTsRqUsPGRH1li1WVRvKQ",NA
"6128","Aqg41iDebV_FSiJPft4ihw",NA
"6129","2iTsRqUsPGRH1li1WVRvKQ",NA
"6130","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6131","y1esDY2vFyaTMf1YlRT7ZA",NA
"6132","ApHiz1xxENwjkp8MKrE4Dg",NA
"6133","Trbt0Ex85yvwT8DHoEFCvg",NA
"6134","CKoDbOpF_CSyy6_lttqjKg",NA
"6135","G6BwYw_0_atLPTzI1uokIA",NA
"6136","w_UCGMgok7N9p0XdYBx1VQ",NA
"6137","P7pxQFqr7yBKMMI2J51udw",NA
"6138","P7pxQFqr7yBKMMI2J51udw",NA
"6139","mDR12Hafvr84ctpsV6YLag",NA
"6140","ljLq8ZTLO52rzwsEeaWZKg",NA
"6141","mDR12Hafvr84ctpsV6YLag",NA
"6142","4VIAadQ0yZGss1vNHWUk9g",NA
"6143","PQicuLOZ3uNJKn4PtayjlQ",NA
"6144","P7pxQFqr7yBKMMI2J51udw",NA
"6145","OOXUDZVOREgjwrLiwr3Spg",NA
"6146","CKoDbOpF_CSyy6_lttqjKg",NA
"6147","5gu96LoZOM6Sres5yMQLHA",NA
"6148","mDR12Hafvr84ctpsV6YLag",NA
"6149","yCK1Ok69D7TSWJESZQZHiQ",NA
"6150","WPUf-Eo6PHxDNqPygahiUA",NA
"6151","2iTsRqUsPGRH1li1WVRvKQ",NA
"6152","u-IVGF-wGwvxuj3uKQW8qw",NA
"6153","P7pxQFqr7yBKMMI2J51udw",NA
"6154","mDR12Hafvr84ctpsV6YLag",NA
"6155","mDR12Hafvr84ctpsV6YLag",NA
"6156","YbOhR475lR0xsNJjoAmMXQ",NA
"6157","mDR12Hafvr84ctpsV6YLag",NA
"6158","bWucOPNoIjd8ECdiDyVq9Q",NA
"6159","mDR12Hafvr84ctpsV6YLag",NA
"6160","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6161","BTdUKfeEPFLieYzlKaRhbw",NA
"6162","m8Cbph-0tlMaYyXDwvKc3A",NA
"6163","UJb1PrUWDFfuzwUPc1pP4Q",NA
"6164","VxRlBe2wjtycFWSZm1orTA",NA
"6165","wi-T1EAilETniAbuiSBJ2A",NA
"6166","2iTsRqUsPGRH1li1WVRvKQ",NA
"6167","-6tvduBzjLI1ISfs3F_qTg",NA
"6168","m8Cbph-0tlMaYyXDwvKc3A",NA
"6169","y4ETe3DkcIjjr_eyeg5U5g",NA
"6170","A4kCvILTgfr_2cG0_yGNiw",NA
"6171","VBoyqq5lO_H-EJO6MTwIPA",NA
"6172","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6173","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6174","w_UCGMgok7N9p0XdYBx1VQ",NA
"6175","VBoyqq5lO_H-EJO6MTwIPA",NA
"6176","sMzNLdhJZGzYirIWt-fMAg",NA
"6177","8jm_9vT-tGT-rFe-XckCqA",NA
"6178","P7pxQFqr7yBKMMI2J51udw",NA
"6179","SqL19z7A7LB91RkWWwWvnQ",NA
"6180","CKoDbOpF_CSyy6_lttqjKg",NA
"6181","mDR12Hafvr84ctpsV6YLag",NA
"6182","mDR12Hafvr84ctpsV6YLag",NA
"6183","k9rR23TeanYDFEdqUK9Hjw",NA
"6184","ibf4xvHWD4t1DOOZhidHBg",NA
"6185","I1qRb4qqQRly7NhIOCkk_Q",NA
"6186","sZq-qUvoLgYxlDmIcxYWDg",NA
"6187","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6188","PbTh7aX0_yyaXFOXAlhI4A",NA
"6189","zK7sltLeRRioqYwgLiWUIA",NA
"6190","-6tvduBzjLI1ISfs3F_qTg",NA
"6191","zpfLEkD3DuoPegq-EmH2Cg",NA
"6192","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6193","o9IvrLWtTt5lCYqO-uiJLg",NA
"6194","zYb4kj2R54R2YPeNm829BA",NA
"6195","0v984vlPQfb4VZWvBJSsfg",NA
"6196","P7pxQFqr7yBKMMI2J51udw",NA
"6197","-6tvduBzjLI1ISfs3F_qTg",NA
"6198","mDR12Hafvr84ctpsV6YLag",NA
"6199","b_XIKJ2nNzksuWhfMTEehQ",NA
"6200","3akSOcI-uzHOwGQeZD3NHg",NA
"6201","2iTsRqUsPGRH1li1WVRvKQ",NA
"6202","2iTsRqUsPGRH1li1WVRvKQ",NA
"6203","9njwmO6YzhaQB3-htNMFYQ",NA
"6204","JzB7NITHQ7gVHGVZ1ntgIQ",NA
"6205","RtnTbhWYw4QjKhoTBV37OA",NA
"6206","zw9_mqWBn1QCfZg88w0Exg",NA
"6207","Fr5R5w74Xg7sKMlt4PPtHg",NA
"6208","P7pxQFqr7yBKMMI2J51udw",NA
"6209","Trbt0Ex85yvwT8DHoEFCvg",NA
"6210","YbOhR475lR0xsNJjoAmMXQ",NA
"6211","DjvpsmdtEvnyMk2vXxpc-w",NA
"6212","iB9By3dVS6BydSUiDHxLyw",NA
"6213","y4ETe3DkcIjjr_eyeg5U5g",NA
"6214","sMzNLdhJZGzYirIWt-fMAg",NA
"6215","mlCDsdVFuZvRGrJTfQ6amw",NA
"6216","w_UCGMgok7N9p0XdYBx1VQ",NA
"6217","DF9ffUVfpjYYF6_5ASLg4g",NA
