"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52"
"99p8Y9nbXRBN3FaRPqPKmw",9,"y4ETe3DkcIjjr_eyeg5U5g","lTixk1IT.D4hoMZ6LgoyHQ","UUGoM4q4i8rK2CBRS0xDAw","sOYsxYYFl03PhHmz_rBDZQ","Vs7gc9EE3k9wARuUcN9piA","YRyYbOSwvHkZsZOLv98oQg","X7mGZrCzGGjS95SdRtEaGcQ","X2iTsRqUsPGRH1li1WVRvKQ","ZAuAwz1ijuydn5yL3q3rzA","FogTa.wmjhVnJCoTiaxvZA","hihud..QRriCYZw1zZvW4g","iA8Ve2sZKN5Vz3mYKrtCaQ","fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","qmymSqVwHYRqdwfcBatzpQ","FvVSy2r7_zDEhZWqLgjXNQ","DbEszO3wk1xVmN3pCPob2g","jLxeBgWhLRbII2ACkgH1Sg","HgdFqAvK31fB9sgBdOzo9g","gQMAcDm8kv8ev7x2BshMwg","HI56ArpYEbhEUeRx9Curpw","UE3AvVnaPEBPneVahYT2eA","SwAZBCyFtVo_8vkRbJhdkA","kj1p6NwUGROOoqNySf0I1Q","B_WggEKFq.ZFNui8CHPYvA","aD0EslPREWGDlSpD0RMlEg","xcmmTXhuMx2fZF2Bt69F4w","wSojc.y.d7MWiGWdy8deCg","olmCDBoMF.EhN8U2livBSg","plWuv4gda7m0KlqCNhrb4w","X2SfSzEd3B7WimeZac23zhg","r_BrIgzYcwo1NAuG9dLbpg","Tw3miGKZHtmxmaQZIYFRrA","X6tSvz_21BMo3a4GaItwa0g","q5xrVJ4kivx_yEfJeOKNYQ","gG9z6zr_49LocyCTvSFg0w","Rg43a31sV7gNLZMjy.ZdCg","uKKNw68mZZaa1jcyszEbyA","eDlgbI0Qg_mmI.Osvci0gw","E4JyAzB5_2quptwtemyhYA","w8RWhhuKxMiFCpvFvIQ3zg","jTZYireK6pnPb6Rni0jygw","X_u1Bq7QsgMUXSMex8QHqLQ","MM8n7SPaIuMlDGbUM5SZhA","X9a3DrZvpYxVs3k_qwlCNSw","YmOWkved7K8q3eXgf4NNnA","X6Iu4YDjAPrDRRrPCt_E2zA","X01fuY2NNscttoTxOYbuZXw","DzKl51tivGJMLiNsQqf38w","DgZ.pZUo3drzpiCDlDr9IQ"
"9aHS1o9JVm04buXN9PgE4Q",6,"X7mGZrCzGGjS95SdRtEaGcQ","X01fuY2NNscttoTxOYbuZXw","xcmmTXhuMx2fZF2Bt69F4w","FogTa.wmjhVnJCoTiaxvZA","LelAlfuj5oVRF9CQdWLsNQ","HgdFqAvK31fB9sgBdOzo9g","X2iTsRqUsPGRH1li1WVRvKQ","uKKNw68mZZaa1jcyszEbyA","X9a3DrZvpYxVs3k_qwlCNSw","Sovgwq.E.n6wLqNh3X_rXg","utIA0LyQmwP.9DRyxUe6qQ","fQt9QVAZM9PM0wFDdROvWw","FvVSy2r7_zDEhZWqLgjXNQ","y4ETe3DkcIjjr_eyeg5U5g","A0X1baHPgw9IiBRivu0G9g","iA8Ve2sZKN5Vz3mYKrtCaQ","SWhHaWFuijy_KDs0zVCJog","UUGoM4q4i8rK2CBRS0xDAw","jLxeBgWhLRbII2ACkgH1Sg","Rg43a31sV7gNLZMjy.ZdCg","OY0.hYJ2q6WiAqhYnCZZ0w","DgZ.pZUo3drzpiCDlDr9IQ","X1BrIPwRhJHOp6yBwjoRtgg","q5xrVJ4kivx_yEfJeOKNYQ","aD0EslPREWGDlSpD0RMlEg","jTZYireK6pnPb6Rni0jygw","mnwRtuVQEsIUomBchu0gwg","yWUBX9Pe6pzh1PjVj04UmQ","hihud..QRriCYZw1zZvW4g","w8RWhhuKxMiFCpvFvIQ3zg","MS.hfug4QDXqb_Mws3qlzA","UE3AvVnaPEBPneVahYT2eA","X8I5U8OQ06nSxX2y4PPOWzQ","mDR12Hafvr84ctpsV6YLag","olmCDBoMF.EhN8U2livBSg","X3C5Z9homtzkWHouH2BHXYQ","X0W_pPAiTXgazY2mtX6o0_w","YRyYbOSwvHkZsZOLv98oQg","ZAuAwz1ijuydn5yL3q3rzA","X_9vGmNrEcLWFOnUzeUdfag","NLEe.RzDSU.5BN6xp_WWCw","YmOWkved7K8q3eXgf4NNnA","JyxHvtj.syke7m9rbza7mA","HI56ArpYEbhEUeRx9Curpw","X7_Loa7mqtny7aNByryxOSA","Tw3miGKZHtmxmaQZIYFRrA","E4JyAzB5_2quptwtemyhYA","X_u1Bq7QsgMUXSMex8QHqLQ","r_BrIgzYcwo1NAuG9dLbpg","Cni2l.VKG_pdospJ6xliXQ"
"9akppeqi5dnaIqPyJ75aCw",3,"GIfZNMP0oIJCje_Xp0Bgrw","oWTn2IzrprsRkPfULtjZtQ","gG9z6zr_49LocyCTvSFg0w","Tw3miGKZHtmxmaQZIYFRrA","dWrezcuIAO.Ckx1W0gu5jg","X7_Loa7mqtny7aNByryxOSA","X7mGZrCzGGjS95SdRtEaGcQ","X9a3DrZvpYxVs3k_qwlCNSw","MhiBpIBNTCAm1Xd3WzRzjQ","FogTa.wmjhVnJCoTiaxvZA","HgdFqAvK31fB9sgBdOzo9g","uKKNw68mZZaa1jcyszEbyA","jLxeBgWhLRbII2ACkgH1Sg","A0X1baHPgw9IiBRivu0G9g","fQt9QVAZM9PM0wFDdROvWw","snw9iNNLpFYZeHotW00uVA","YRyYbOSwvHkZsZOLv98oQg","gQMAcDm8kv8ev7x2BshMwg","X01fuY2NNscttoTxOYbuZXw","hihud..QRriCYZw1zZvW4g","C9ImzBi5fn742ZcAYDww2A","UUGoM4q4i8rK2CBRS0xDAw","B_WggEKFq.ZFNui8CHPYvA","HI56ArpYEbhEUeRx9Curpw","kj1p6NwUGROOoqNySf0I1Q","YmOWkved7K8q3eXgf4NNnA","E4JyAzB5_2quptwtemyhYA","FvVSy2r7_zDEhZWqLgjXNQ","ZAuAwz1ijuydn5yL3q3rzA","qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","X2iTsRqUsPGRH1li1WVRvKQ","aT_SsfZ6GQgJGyuIv1Hapw","iA8Ve2sZKN5Vz3mYKrtCaQ","y4ETe3DkcIjjr_eyeg5U5g","aD0EslPREWGDlSpD0RMlEg","X0W_pPAiTXgazY2mtX6o0_w","HCCg.rVnHQ2FI6lHs_LvUQ","Sovgwq.E.n6wLqNh3X_rXg","wHVWfC_a6koeiJXAu78e1g","cKgUCzMGuRgkbKXUsgeXUw","DgZ.pZUo3drzpiCDlDr9IQ","utIA0LyQmwP.9DRyxUe6qQ","OY0.hYJ2q6WiAqhYnCZZ0w","riM.pBsdqRRVXtAVbLfsxQ","nBl_4gw5ecGzNkHyzfii8g","X_u1Bq7QsgMUXSMex8QHqLQ","r_BrIgzYcwo1NAuG9dLbpg","BxCzy1WOVxOrr_G7V4BIvg","X_xAJZOKBMPOe47p1MphB2w"
"9ASwtG8VAY-oXwwodY69lw",1,"qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","X8olG8J91NG_QU92WHG5QfA","Sovgwq.E.n6wLqNh3X_rXg","NLEe.RzDSU.5BN6xp_WWCw","Cni2l.VKG_pdospJ6xliXQ","FvVSy2r7_zDEhZWqLgjXNQ","DzKl51tivGJMLiNsQqf38w","z6.reuC5BYf_Rth9gMBfgQ","Rg43a31sV7gNLZMjy.ZdCg","kj1p6NwUGROOoqNySf0I1Q","X9a3DrZvpYxVs3k_qwlCNSw","mDR12Hafvr84ctpsV6YLag","DbEszO3wk1xVmN3pCPob2g","RtnTbhWYw4QjKhoTBV37OA","wHVWfC_a6koeiJXAu78e1g","X6Iu4YDjAPrDRRrPCt_E2zA","X3C5Z9homtzkWHouH2BHXYQ","HI56ArpYEbhEUeRx9Curpw","dUffgo9Lh_Vk9TLuFR5ywg","lTixk1IT.D4hoMZ6LgoyHQ","X0w3BdEOxvwKTpypwbN5kiQ","X_9vGmNrEcLWFOnUzeUdfag","utIA0LyQmwP.9DRyxUe6qQ","YmOWkved7K8q3eXgf4NNnA","gQMAcDm8kv8ev7x2BshMwg","snw9iNNLpFYZeHotW00uVA","X7mGZrCzGGjS95SdRtEaGcQ","q5xrVJ4kivx_yEfJeOKNYQ","iBihgoxc6Ot7m2D4D3z0QA","X7_Loa7mqtny7aNByryxOSA","AfN3Z1U6QPEgAb5F2CQm8w","LelAlfuj5oVRF9CQdWLsNQ","uKKNw68mZZaa1jcyszEbyA","E4JyAzB5_2quptwtemyhYA","r_BrIgzYcwo1NAuG9dLbpg","oryS4vX0xkKC4tOekgowDQ","oWTn2IzrprsRkPfULtjZtQ","wSojc.y.d7MWiGWdy8deCg","X01fuY2NNscttoTxOYbuZXw","JFaTPxWQC14VmFnXLv7W1g","OY0.hYJ2q6WiAqhYnCZZ0w","gG9z6zr_49LocyCTvSFg0w","fQt9QVAZM9PM0wFDdROvWw","P7pxQFqr7yBKMMI2J51udw","dWrezcuIAO.Ckx1W0gu5jg","mnwRtuVQEsIUomBchu0gwg","X2iTsRqUsPGRH1li1WVRvKQ","X_w5hBpkjHs5_Hv3pLeHtIw","hihud..QRriCYZw1zZvW4g"
"9BuTUHt6Zlm-UCjaGD6aJQ",0,"X7_Loa7mqtny7aNByryxOSA","lTixk1IT.D4hoMZ6LgoyHQ","fQt9QVAZM9PM0wFDdROvWw","y4ETe3DkcIjjr_eyeg5U5g","E4JyAzB5_2quptwtemyhYA","X7mGZrCzGGjS95SdRtEaGcQ","A0X1baHPgw9IiBRivu0G9g","mDR12Hafvr84ctpsV6YLag","ZAuAwz1ijuydn5yL3q3rzA","gG9z6zr_49LocyCTvSFg0w","w8RWhhuKxMiFCpvFvIQ3zg","HgdFqAvK31fB9sgBdOzo9g","Vs7gc9EE3k9wARuUcN9piA","N5B7OBTyNGgwU_Y2fwNcyw","Tw3miGKZHtmxmaQZIYFRrA","xcmmTXhuMx2fZF2Bt69F4w","jTZYireK6pnPb6Rni0jygw","FogTa.wmjhVnJCoTiaxvZA","jLxeBgWhLRbII2ACkgH1Sg","B_WggEKFq.ZFNui8CHPYvA","HI56ArpYEbhEUeRx9Curpw","p5rpYtxS5xPQjt3MXYVEwA","X2iTsRqUsPGRH1li1WVRvKQ","X7fxebHYUwIF6CakxSr70iQ","MhiBpIBNTCAm1Xd3WzRzjQ","tWiFat101ID5w_wgAPMXhA","mnwRtuVQEsIUomBchu0gwg","uKKNw68mZZaa1jcyszEbyA","HCCg.rVnHQ2FI6lHs_LvUQ","X0W_pPAiTXgazY2mtX6o0_w","yWUBX9Pe6pzh1PjVj04UmQ","Sovgwq.E.n6wLqNh3X_rXg","X6tSvz_21BMo3a4GaItwa0g","Rg43a31sV7gNLZMjy.ZdCg","dWrezcuIAO.Ckx1W0gu5jg","szhJLmdLDVFTevm8fu0T4A","DbEszO3wk1xVmN3pCPob2g","UUGoM4q4i8rK2CBRS0xDAw","pQ6e4fjq6kqRqLE6w8CfWQ","X_xAJZOKBMPOe47p1MphB2w","OY0.hYJ2q6WiAqhYnCZZ0w","aD0EslPREWGDlSpD0RMlEg","wHVWfC_a6koeiJXAu78e1g","qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","hihud..QRriCYZw1zZvW4g","YmOWkved7K8q3eXgf4NNnA","C9ImzBi5fn742ZcAYDww2A","LelAlfuj5oVRF9CQdWLsNQ","BxCzy1WOVxOrr_G7V4BIvg"
"9bxdPvAhP6cuipD5s2UnCg",0,"X7_Loa7mqtny7aNByryxOSA","lTixk1IT.D4hoMZ6LgoyHQ","fQt9QVAZM9PM0wFDdROvWw","E4JyAzB5_2quptwtemyhYA","A0X1baHPgw9IiBRivu0G9g","y4ETe3DkcIjjr_eyeg5U5g","X7mGZrCzGGjS95SdRtEaGcQ","mDR12Hafvr84ctpsV6YLag","gG9z6zr_49LocyCTvSFg0w","w8RWhhuKxMiFCpvFvIQ3zg","ZAuAwz1ijuydn5yL3q3rzA","Vs7gc9EE3k9wARuUcN9piA","xcmmTXhuMx2fZF2Bt69F4w","HgdFqAvK31fB9sgBdOzo9g","Tw3miGKZHtmxmaQZIYFRrA","N5B7OBTyNGgwU_Y2fwNcyw","jTZYireK6pnPb6Rni0jygw","X2iTsRqUsPGRH1li1WVRvKQ","HI56ArpYEbhEUeRx9Curpw","X7fxebHYUwIF6CakxSr70iQ","FogTa.wmjhVnJCoTiaxvZA","p5rpYtxS5xPQjt3MXYVEwA","jLxeBgWhLRbII2ACkgH1Sg","MhiBpIBNTCAm1Xd3WzRzjQ","tWiFat101ID5w_wgAPMXhA","X0W_pPAiTXgazY2mtX6o0_w","mnwRtuVQEsIUomBchu0gwg","HCCg.rVnHQ2FI6lHs_LvUQ","DbEszO3wk1xVmN3pCPob2g","Rg43a31sV7gNLZMjy.ZdCg","B_WggEKFq.ZFNui8CHPYvA","yWUBX9Pe6pzh1PjVj04UmQ","pQ6e4fjq6kqRqLE6w8CfWQ","OY0.hYJ2q6WiAqhYnCZZ0w","UUGoM4q4i8rK2CBRS0xDAw","szhJLmdLDVFTevm8fu0T4A","Sovgwq.E.n6wLqNh3X_rXg","uKKNw68mZZaa1jcyszEbyA","wHVWfC_a6koeiJXAu78e1g","X8olG8J91NG_QU92WHG5QfA","X_xAJZOKBMPOe47p1MphB2w","X1BrIPwRhJHOp6yBwjoRtgg","aD0EslPREWGDlSpD0RMlEg","C9ImzBi5fn742ZcAYDww2A","YRyYbOSwvHkZsZOLv98oQg","qmymSqVwHYRqdwfcBatzpQ","X6tSvz_21BMo3a4GaItwa0g","YmOWkved7K8q3eXgf4NNnA","X_9vGmNrEcLWFOnUzeUdfag","LelAlfuj5oVRF9CQdWLsNQ"
"9CLeV9xLunJ6XTWuTzeJEg",1,"qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","X8olG8J91NG_QU92WHG5QfA","Sovgwq.E.n6wLqNh3X_rXg","NLEe.RzDSU.5BN6xp_WWCw","Cni2l.VKG_pdospJ6xliXQ","FvVSy2r7_zDEhZWqLgjXNQ","DzKl51tivGJMLiNsQqf38w","z6.reuC5BYf_Rth9gMBfgQ","Rg43a31sV7gNLZMjy.ZdCg","kj1p6NwUGROOoqNySf0I1Q","X9a3DrZvpYxVs3k_qwlCNSw","mDR12Hafvr84ctpsV6YLag","DbEszO3wk1xVmN3pCPob2g","RtnTbhWYw4QjKhoTBV37OA","wHVWfC_a6koeiJXAu78e1g","X6Iu4YDjAPrDRRrPCt_E2zA","X3C5Z9homtzkWHouH2BHXYQ","HI56ArpYEbhEUeRx9Curpw","dUffgo9Lh_Vk9TLuFR5ywg","lTixk1IT.D4hoMZ6LgoyHQ","X0w3BdEOxvwKTpypwbN5kiQ","utIA0LyQmwP.9DRyxUe6qQ","X_9vGmNrEcLWFOnUzeUdfag","YmOWkved7K8q3eXgf4NNnA","gQMAcDm8kv8ev7x2BshMwg","snw9iNNLpFYZeHotW00uVA","X7mGZrCzGGjS95SdRtEaGcQ","q5xrVJ4kivx_yEfJeOKNYQ","iBihgoxc6Ot7m2D4D3z0QA","uKKNw68mZZaa1jcyszEbyA","LelAlfuj5oVRF9CQdWLsNQ","X7_Loa7mqtny7aNByryxOSA","AfN3Z1U6QPEgAb5F2CQm8w","r_BrIgzYcwo1NAuG9dLbpg","oryS4vX0xkKC4tOekgowDQ","E4JyAzB5_2quptwtemyhYA","oWTn2IzrprsRkPfULtjZtQ","wSojc.y.d7MWiGWdy8deCg","X01fuY2NNscttoTxOYbuZXw","JFaTPxWQC14VmFnXLv7W1g","gG9z6zr_49LocyCTvSFg0w","OY0.hYJ2q6WiAqhYnCZZ0w","URFhSrJPk7JM2pUtsuWsAg","fQt9QVAZM9PM0wFDdROvWw","P7pxQFqr7yBKMMI2J51udw","dWrezcuIAO.Ckx1W0gu5jg","mnwRtuVQEsIUomBchu0gwg","X2iTsRqUsPGRH1li1WVRvKQ","X_w5hBpkjHs5_Hv3pLeHtIw"
"9d52DhEbJQ1w5LXaZw4nzQ",5,"fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","iA8Ve2sZKN5Vz3mYKrtCaQ","hihud..QRriCYZw1zZvW4g","ZAuAwz1ijuydn5yL3q3rzA","HgdFqAvK31fB9sgBdOzo9g","X1BrIPwRhJHOp6yBwjoRtgg","X7mGZrCzGGjS95SdRtEaGcQ","p5rpYtxS5xPQjt3MXYVEwA","jLxeBgWhLRbII2ACkgH1Sg","xcmmTXhuMx2fZF2Bt69F4w","FogTa.wmjhVnJCoTiaxvZA","y4ETe3DkcIjjr_eyeg5U5g","NLEe.RzDSU.5BN6xp_WWCw","X2SfSzEd3B7WimeZac23zhg","gG9z6zr_49LocyCTvSFg0w","X7_Loa7mqtny7aNByryxOSA","B_WggEKFq.ZFNui8CHPYvA","Vs7gc9EE3k9wARuUcN9piA","SWhHaWFuijy_KDs0zVCJog","fT6Uwl6abRQfiNgxre_qbg","E4JyAzB5_2quptwtemyhYA","X0W_pPAiTXgazY2mtX6o0_w","aD0EslPREWGDlSpD0RMlEg","uKKNw68mZZaa1jcyszEbyA","q5xrVJ4kivx_yEfJeOKNYQ","r_BrIgzYcwo1NAuG9dLbpg","X2iTsRqUsPGRH1li1WVRvKQ","sOYsxYYFl03PhHmz_rBDZQ","utIA0LyQmwP.9DRyxUe6qQ","DzKl51tivGJMLiNsQqf38w","qmymSqVwHYRqdwfcBatzpQ","X9a3DrZvpYxVs3k_qwlCNSw","gQMAcDm8kv8ev7x2BshMwg","jTZYireK6pnPb6Rni0jygw","mDR12Hafvr84ctpsV6YLag","JFaTPxWQC14VmFnXLv7W1g","Tw3miGKZHtmxmaQZIYFRrA","LelAlfuj5oVRF9CQdWLsNQ","mnwRtuVQEsIUomBchu0gwg","lTixk1IT.D4hoMZ6LgoyHQ","X6Iu4YDjAPrDRRrPCt_E2zA","kj1p6NwUGROOoqNySf0I1Q","X_9vGmNrEcLWFOnUzeUdfag","OY0.hYJ2q6WiAqhYnCZZ0w","OjApDLQUPV8c_yPCg8xZog","X_xAJZOKBMPOe47p1MphB2w","HI56ArpYEbhEUeRx9Curpw","GIfZNMP0oIJCje_Xp0Bgrw","X8olG8J91NG_QU92WHG5QfA"
"9d8a4byZlIkCZ-TkmdQ2eg",9,"y4ETe3DkcIjjr_eyeg5U5g","lTixk1IT.D4hoMZ6LgoyHQ","UUGoM4q4i8rK2CBRS0xDAw","sOYsxYYFl03PhHmz_rBDZQ","YRyYbOSwvHkZsZOLv98oQg","X2iTsRqUsPGRH1li1WVRvKQ","Vs7gc9EE3k9wARuUcN9piA","hihud..QRriCYZw1zZvW4g","ZAuAwz1ijuydn5yL3q3rzA","X7mGZrCzGGjS95SdRtEaGcQ","A0X1baHPgw9IiBRivu0G9g","FogTa.wmjhVnJCoTiaxvZA","FvVSy2r7_zDEhZWqLgjXNQ","iA8Ve2sZKN5Vz3mYKrtCaQ","DbEszO3wk1xVmN3pCPob2g","fQt9QVAZM9PM0wFDdROvWw","qmymSqVwHYRqdwfcBatzpQ","B_WggEKFq.ZFNui8CHPYvA","gQMAcDm8kv8ev7x2BshMwg","jLxeBgWhLRbII2ACkgH1Sg","aD0EslPREWGDlSpD0RMlEg","SwAZBCyFtVo_8vkRbJhdkA","HgdFqAvK31fB9sgBdOzo9g","UE3AvVnaPEBPneVahYT2eA","HI56ArpYEbhEUeRx9Curpw","xcmmTXhuMx2fZF2Bt69F4w","plWuv4gda7m0KlqCNhrb4w","wSojc.y.d7MWiGWdy8deCg","olmCDBoMF.EhN8U2livBSg","kj1p6NwUGROOoqNySf0I1Q","X2SfSzEd3B7WimeZac23zhg","q5xrVJ4kivx_yEfJeOKNYQ","Tw3miGKZHtmxmaQZIYFRrA","r_BrIgzYcwo1NAuG9dLbpg","gG9z6zr_49LocyCTvSFg0w","Rg43a31sV7gNLZMjy.ZdCg","eDlgbI0Qg_mmI.Osvci0gw","E4JyAzB5_2quptwtemyhYA","X6tSvz_21BMo3a4GaItwa0g","jTZYireK6pnPb6Rni0jygw","YmOWkved7K8q3eXgf4NNnA","w8RWhhuKxMiFCpvFvIQ3zg","MM8n7SPaIuMlDGbUM5SZhA","X_u1Bq7QsgMUXSMex8QHqLQ","X6Iu4YDjAPrDRRrPCt_E2zA","O7ot_LMlCfLpOP9tBqeNfw","aT_SsfZ6GQgJGyuIv1Hapw","X7_Loa7mqtny7aNByryxOSA","uKKNw68mZZaa1jcyszEbyA","X9a3DrZvpYxVs3k_qwlCNSw"
"9Dd1fLx93JRGypYC_3i9Zw",0,"X7_Loa7mqtny7aNByryxOSA","lTixk1IT.D4hoMZ6LgoyHQ","fQt9QVAZM9PM0wFDdROvWw","y4ETe3DkcIjjr_eyeg5U5g","X7mGZrCzGGjS95SdRtEaGcQ","E4JyAzB5_2quptwtemyhYA","A0X1baHPgw9IiBRivu0G9g","mDR12Hafvr84ctpsV6YLag","gG9z6zr_49LocyCTvSFg0w","ZAuAwz1ijuydn5yL3q3rzA","w8RWhhuKxMiFCpvFvIQ3zg","HgdFqAvK31fB9sgBdOzo9g","N5B7OBTyNGgwU_Y2fwNcyw","xcmmTXhuMx2fZF2Bt69F4w","Tw3miGKZHtmxmaQZIYFRrA","Vs7gc9EE3k9wARuUcN9piA","HI56ArpYEbhEUeRx9Curpw","jTZYireK6pnPb6Rni0jygw","B_WggEKFq.ZFNui8CHPYvA","FogTa.wmjhVnJCoTiaxvZA","jLxeBgWhLRbII2ACkgH1Sg","p5rpYtxS5xPQjt3MXYVEwA","X7fxebHYUwIF6CakxSr70iQ","X2iTsRqUsPGRH1li1WVRvKQ","MhiBpIBNTCAm1Xd3WzRzjQ","mnwRtuVQEsIUomBchu0gwg","X0W_pPAiTXgazY2mtX6o0_w","uKKNw68mZZaa1jcyszEbyA","tWiFat101ID5w_wgAPMXhA","yWUBX9Pe6pzh1PjVj04UmQ","HCCg.rVnHQ2FI6lHs_LvUQ","X6tSvz_21BMo3a4GaItwa0g","Sovgwq.E.n6wLqNh3X_rXg","Rg43a31sV7gNLZMjy.ZdCg","dWrezcuIAO.Ckx1W0gu5jg","DbEszO3wk1xVmN3pCPob2g","pQ6e4fjq6kqRqLE6w8CfWQ","UUGoM4q4i8rK2CBRS0xDAw","X_xAJZOKBMPOe47p1MphB2w","OY0.hYJ2q6WiAqhYnCZZ0w","szhJLmdLDVFTevm8fu0T4A","qmymSqVwHYRqdwfcBatzpQ","aD0EslPREWGDlSpD0RMlEg","X1BrIPwRhJHOp6yBwjoRtgg","hihud..QRriCYZw1zZvW4g","wHVWfC_a6koeiJXAu78e1g","C9ImzBi5fn742ZcAYDww2A","YmOWkved7K8q3eXgf4NNnA","BxCzy1WOVxOrr_G7V4BIvg","kj1p6NwUGROOoqNySf0I1Q"
"9Dj1F91KRmO9ARrKmvkWjQ",5,"fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","iA8Ve2sZKN5Vz3mYKrtCaQ","hihud..QRriCYZw1zZvW4g","ZAuAwz1ijuydn5yL3q3rzA","HgdFqAvK31fB9sgBdOzo9g","X1BrIPwRhJHOp6yBwjoRtgg","X7mGZrCzGGjS95SdRtEaGcQ","p5rpYtxS5xPQjt3MXYVEwA","jLxeBgWhLRbII2ACkgH1Sg","xcmmTXhuMx2fZF2Bt69F4w","FogTa.wmjhVnJCoTiaxvZA","X2SfSzEd3B7WimeZac23zhg","y4ETe3DkcIjjr_eyeg5U5g","NLEe.RzDSU.5BN6xp_WWCw","Vs7gc9EE3k9wARuUcN9piA","gG9z6zr_49LocyCTvSFg0w","B_WggEKFq.ZFNui8CHPYvA","E4JyAzB5_2quptwtemyhYA","X7_Loa7mqtny7aNByryxOSA","SWhHaWFuijy_KDs0zVCJog","fT6Uwl6abRQfiNgxre_qbg","aD0EslPREWGDlSpD0RMlEg","r_BrIgzYcwo1NAuG9dLbpg","X0W_pPAiTXgazY2mtX6o0_w","q5xrVJ4kivx_yEfJeOKNYQ","uKKNw68mZZaa1jcyszEbyA","sOYsxYYFl03PhHmz_rBDZQ","X2iTsRqUsPGRH1li1WVRvKQ","DzKl51tivGJMLiNsQqf38w","utIA0LyQmwP.9DRyxUe6qQ","X9a3DrZvpYxVs3k_qwlCNSw","gQMAcDm8kv8ev7x2BshMwg","qmymSqVwHYRqdwfcBatzpQ","jTZYireK6pnPb6Rni0jygw","mDR12Hafvr84ctpsV6YLag","JFaTPxWQC14VmFnXLv7W1g","Tw3miGKZHtmxmaQZIYFRrA","LelAlfuj5oVRF9CQdWLsNQ","mnwRtuVQEsIUomBchu0gwg","lTixk1IT.D4hoMZ6LgoyHQ","X_9vGmNrEcLWFOnUzeUdfag","GIfZNMP0oIJCje_Xp0Bgrw","X6Iu4YDjAPrDRRrPCt_E2zA","kj1p6NwUGROOoqNySf0I1Q","X_xAJZOKBMPOe47p1MphB2w","OY0.hYJ2q6WiAqhYnCZZ0w","OjApDLQUPV8c_yPCg8xZog","X8olG8J91NG_QU92WHG5QfA","HI56ArpYEbhEUeRx9Curpw"
"9dPG2kAc2FP3RezYdLQh8A",5,"fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","iA8Ve2sZKN5Vz3mYKrtCaQ","hihud..QRriCYZw1zZvW4g","ZAuAwz1ijuydn5yL3q3rzA","HgdFqAvK31fB9sgBdOzo9g","X1BrIPwRhJHOp6yBwjoRtgg","X7mGZrCzGGjS95SdRtEaGcQ","p5rpYtxS5xPQjt3MXYVEwA","jLxeBgWhLRbII2ACkgH1Sg","xcmmTXhuMx2fZF2Bt69F4w","FogTa.wmjhVnJCoTiaxvZA","y4ETe3DkcIjjr_eyeg5U5g","X2SfSzEd3B7WimeZac23zhg","NLEe.RzDSU.5BN6xp_WWCw","gG9z6zr_49LocyCTvSFg0w","Vs7gc9EE3k9wARuUcN9piA","E4JyAzB5_2quptwtemyhYA","B_WggEKFq.ZFNui8CHPYvA","X7_Loa7mqtny7aNByryxOSA","fT6Uwl6abRQfiNgxre_qbg","SWhHaWFuijy_KDs0zVCJog","aD0EslPREWGDlSpD0RMlEg","X0W_pPAiTXgazY2mtX6o0_w","r_BrIgzYcwo1NAuG9dLbpg","q5xrVJ4kivx_yEfJeOKNYQ","uKKNw68mZZaa1jcyszEbyA","utIA0LyQmwP.9DRyxUe6qQ","X2iTsRqUsPGRH1li1WVRvKQ","sOYsxYYFl03PhHmz_rBDZQ","DzKl51tivGJMLiNsQqf38w","X9a3DrZvpYxVs3k_qwlCNSw","gQMAcDm8kv8ev7x2BshMwg","qmymSqVwHYRqdwfcBatzpQ","jTZYireK6pnPb6Rni0jygw","mDR12Hafvr84ctpsV6YLag","JFaTPxWQC14VmFnXLv7W1g","Tw3miGKZHtmxmaQZIYFRrA","mnwRtuVQEsIUomBchu0gwg","LelAlfuj5oVRF9CQdWLsNQ","X_9vGmNrEcLWFOnUzeUdfag","X6Iu4YDjAPrDRRrPCt_E2zA","kj1p6NwUGROOoqNySf0I1Q","lTixk1IT.D4hoMZ6LgoyHQ","OY0.hYJ2q6WiAqhYnCZZ0w","GIfZNMP0oIJCje_Xp0Bgrw","X_xAJZOKBMPOe47p1MphB2w","OjApDLQUPV8c_yPCg8xZog","HI56ArpYEbhEUeRx9Curpw","X8olG8J91NG_QU92WHG5QfA"
